",""Sample_ID"",""symbiont_ID"",""count"",""treatment"",""time"",""mortality"",""treatment_time"",""genotype"",""rack"",""season"",""batch"",""PCR"",""dominant_clade"""
"927,""60_C3_T0+1.5Y"",""C17"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"928,""60_C3_T0+1.5Y"",""C17.2"",""52"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"929,""60_C3_T0+1.5Y"",""C17a"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"930,""60_C3_T0+1.5Y"",""C21"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"931,""60_C3_T0+1.5Y"",""C21.11"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"932,""60_C3_T0+1.5Y"",""C21.14"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"933,""60_C3_T0+1.5Y"",""C26.b1"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"934,""60_C3_T0+1.5Y"",""C26.b2"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"935,""60_C3_T0+1.5Y"",""C2r"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"936,""60_C3_T0+1.5Y"",""C31"",""6"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"937,""60_C3_T0+1.5Y"",""C31.1"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"938,""60_C3_T0+1.5Y"",""C31.10"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"939,""60_C3_T0+1.5Y"",""C31.5"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"940,""60_C3_T0+1.5Y"",""C31.6"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"941,""60_C3_T0+1.5Y"",""C31.9"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"942,""60_C3_T0+1.5Y"",""C31a"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"943,""60_C3_T0+1.5Y"",""C31c"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"944,""60_C3_T0+1.5Y"",""C31d"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"945,""60_C3_T0+1.5Y"",""C3d"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"946,""60_C3_T0+1.5Y"",""D1"",""238"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"947,""60_C3_T0+1.5Y"",""D1.6"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"948,""60_C3_T0+1.5Y"",""D10"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"949,""60_C3_T0+1.5Y"",""D11"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"950,""60_C3_T0+1.5Y"",""D17"",""439"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"951,""60_C3_T0+1.5Y"",""D1a"",""56"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"952,""60_C3_T0+1.5Y"",""D2.2"",""61"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"953,""60_C3_T0+1.5Y"",""D3"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"954,""60_C3_T0+1.5Y"",""D4"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"955,""60_C3_T0+1.5Y"",""D5"",""0"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"956,""60_C3_T0+1.5Y"",""D6"",""83"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"957,""60_C3_T0+1.5Y"",""D9"",""65"",""C"",""t0+1.5Y"",1,""Control_t0+18m"",""G60"",""C3"",""Winter"",""t0+18m_control"",""pcr4"",""D"""
"958,""60_S1_T0-18h"",""C161"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"959,""60_S1_T0-18h"",""C163b"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"960,""60_S1_T0-18h"",""C17"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"961,""60_S1_T0-18h"",""C17.2"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"962,""60_S1_T0-18h"",""C17a"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"963,""60_S1_T0-18h"",""C21"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"964,""60_S1_T0-18h"",""C21.11"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"965,""60_S1_T0-18h"",""C21.14"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"966,""60_S1_T0-18h"",""C26.b1"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"967,""60_S1_T0-18h"",""C26.b2"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"968,""60_S1_T0-18h"",""C2r"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"969,""60_S1_T0-18h"",""C31"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"970,""60_S1_T0-18h"",""C31.1"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"971,""60_S1_T0-18h"",""C31.10"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"972,""60_S1_T0-18h"",""C31.5"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"973,""60_S1_T0-18h"",""C31.6"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"974,""60_S1_T0-18h"",""C31.9"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"975,""60_S1_T0-18h"",""C31a"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"976,""60_S1_T0-18h"",""C31c"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"977,""60_S1_T0-18h"",""C31d"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"978,""60_S1_T0-18h"",""C3d"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"979,""60_S1_T0-18h"",""D1"",""134"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"980,""60_S1_T0-18h"",""D1.6"",""6"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"981,""60_S1_T0-18h"",""D10"",""144"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"982,""60_S1_T0-18h"",""D11"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"983,""60_S1_T0-18h"",""D17"",""453"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"984,""60_S1_T0-18h"",""D1a"",""40"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"985,""60_S1_T0-18h"",""D2.2"",""46"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"986,""60_S1_T0-18h"",""D3"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"987,""60_S1_T0-18h"",""D4"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"988,""60_S1_T0-18h"",""D5"",""55"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"989,""60_S1_T0-18h"",""D6"",""79"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"990,""60_S1_T0-18h"",""D9"",""43"",""S"",""t0"",0,""Shade_t0"",""G60"",""S1"",""Winter"",""t0_shade"",""pcr1"",""D"""
"991,""60_S1_T0+1.5Y"",""C161"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"992,""60_S1_T0+1.5Y"",""C163b"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"993,""60_S1_T0+1.5Y"",""C17"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"994,""60_S1_T0+1.5Y"",""C17.2"",""25"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"995,""60_S1_T0+1.5Y"",""C17a"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"996,""60_S1_T0+1.5Y"",""C21"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"997,""60_S1_T0+1.5Y"",""C21.11"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"998,""60_S1_T0+1.5Y"",""C21.14"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"999,""60_S1_T0+1.5Y"",""C26.b1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1000,""60_S1_T0+1.5Y"",""C26.b2"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1001,""60_S1_T0+1.5Y"",""C2r"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1002,""60_S1_T0+1.5Y"",""C31"",""8"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1003,""60_S1_T0+1.5Y"",""C31.1"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1004,""60_S1_T0+1.5Y"",""C31.10"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1005,""60_S1_T0+1.5Y"",""C31.5"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1006,""60_S1_T0+1.5Y"",""C31.6"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1007,""60_S1_T0+1.5Y"",""C31.9"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1008,""60_S1_T0+1.5Y"",""C31a"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1009,""60_S1_T0+1.5Y"",""C31c"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1010,""60_S1_T0+1.5Y"",""C31d"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1011,""60_S1_T0+1.5Y"",""C3d"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1012,""60_S1_T0+1.5Y"",""D1"",""120"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1013,""60_S1_T0+1.5Y"",""D1.6"",""15"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1014,""60_S1_T0+1.5Y"",""D10"",""127"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1015,""60_S1_T0+1.5Y"",""D11"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1016,""60_S1_T0+1.5Y"",""D17"",""467"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1017,""60_S1_T0+1.5Y"",""D1a"",""79"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1018,""60_S1_T0+1.5Y"",""D2.2"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1019,""60_S1_T0+1.5Y"",""D3"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1020,""60_S1_T0+1.5Y"",""D4"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1021,""60_S1_T0+1.5Y"",""D5"",""0"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1022,""60_S1_T0+1.5Y"",""D6"",""85"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1023,""60_S1_T0+1.5Y"",""D9"",""74"",""S"",""t0+1.5Y"",0,""Shade_t0+18m"",""G60"",""S1"",""Winter"",""t0+18m_shade"",""pcr4"",""D"""
"1024,""60_S1_T0+6M"",""C161"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1025,""60_S1_T0+6M"",""C163b"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1026,""60_S1_T0+6M"",""C17"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1027,""60_S1_T0+6M"",""C17.2"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1028,""60_S1_T0+6M"",""C17a"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1029,""60_S1_T0+6M"",""C21"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1030,""60_S1_T0+6M"",""C21.11"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1031,""60_S1_T0+6M"",""C21.14"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1032,""60_S1_T0+6M"",""C26.b1"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1033,""60_S1_T0+6M"",""C26.b2"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1034,""60_S1_T0+6M"",""C2r"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1035,""60_S1_T0+6M"",""C31"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1036,""60_S1_T0+6M"",""C31.1"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1037,""60_S1_T0+6M"",""C31.10"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1038,""60_S1_T0+6M"",""C31.5"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1039,""60_S1_T0+6M"",""C31.6"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1040,""60_S1_T0+6M"",""C31.9"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1041,""60_S1_T0+6M"",""C31a"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1042,""60_S1_T0+6M"",""C31c"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1043,""60_S1_T0+6M"",""C31d"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1044,""60_S1_T0+6M"",""C3d"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1045,""60_S1_T0+6M"",""D1"",""119"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1046,""60_S1_T0+6M"",""D1.6"",""7"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1047,""60_S1_T0+6M"",""D10"",""44"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1048,""60_S1_T0+6M"",""D11"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1049,""60_S1_T0+6M"",""D17"",""436"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1050,""60_S1_T0+6M"",""D1a"",""174"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1051,""60_S1_T0+6M"",""D2.2"",""17"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1052,""60_S1_T0+6M"",""D3"",""9"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1053,""60_S1_T0+6M"",""D4"",""0"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1054,""60_S1_T0+6M"",""D5"",""12"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1055,""60_S1_T0+6M"",""D6"",""138"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1056,""60_S1_T0+6M"",""D9"",""44"",""S"",""t0+06m"",0,""Shade_t0+06m"",""G60"",""S1"",""Summer"",""t0+06m_shade"",""pcr1"",""D"""
"1057,""60_S2_T0-18h"",""C161"",""40"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1058,""60_S2_T0-18h"",""C163b"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1059,""60_S2_T0-18h"",""C17"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1060,""60_S2_T0-18h"",""C17.2"",""66"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1061,""60_S2_T0-18h"",""C17a"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1062,""60_S2_T0-18h"",""C21"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1063,""60_S2_T0-18h"",""C21.11"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1064,""60_S2_T0-18h"",""C21.14"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1065,""60_S2_T0-18h"",""C26.b1"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1066,""60_S2_T0-18h"",""C26.b2"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1067,""60_S2_T0-18h"",""C2r"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1068,""60_S2_T0-18h"",""C31"",""64"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1069,""60_S2_T0-18h"",""C31.1"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1070,""60_S2_T0-18h"",""C31.10"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1071,""60_S2_T0-18h"",""C31.5"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1072,""60_S2_T0-18h"",""C31.6"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1073,""60_S2_T0-18h"",""C31.9"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1074,""60_S2_T0-18h"",""C31a"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1075,""60_S2_T0-18h"",""C31c"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1076,""60_S2_T0-18h"",""C31d"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1077,""60_S2_T0-18h"",""C3d"",""0"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1078,""60_S2_T0-18h"",""D1"",""48"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1079,""60_S2_T0-18h"",""D1.6"",""14"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
"1080,""60_S2_T0-18h"",""D10"",""12"",""S"",""t0"",0,""Shade_t0"",""G60"",""S2"",""Winter"",""t0_shade"",""pcr2"",""D"""
